"cellName" "embryoStage" "embryo" "cellCategory" "cluster" "fsc" "ssc"
"SLX.8412.N701_N501" "HF" "HF3" "HF-Flk1+" "red" NA NA
"SLX.8412.N701_N503" "HF" "HF3" "HF-Flk1+" "green" NA NA
"SLX.8412.N701_N504" "HF" "HF3" "HF-Flk1+" "green" NA NA
"SLX.8412.N701_N505" "HF" "HF3" "HF-Flk1+" "red" NA NA
"SLX.8412.N701_N506" "HF" "HF3" "HF-Flk1+" "green" NA NA
"SLX.8412.N701_N507" "HF" "HF3" "HF-Flk1+" "red" NA NA
"SLX.8412.N701_N508" "HF" "HF3" "HF-Flk1+" "red" NA NA
"SLX.8412.N702_N501" "HF" "HF3" "HF-Flk1+" "green" NA NA
"SLX.8412.N702_N502" "HF" "HF3" "HF-Flk1+" "black" NA NA
"SLX.8412.N702_N503" "HF" "HF3" "HF-Flk1+" "red" NA NA
"SLX.8412.N702_N504" "HF" "HF3" "HF-Flk1+" "green" NA NA
"SLX.8412.N702_N505" "HF" "HF3" "HF-Flk1+" "red" NA NA
"SLX.8412.N702_N506" "HF" "HF3" "HF-Flk1+" "green" NA NA
"SLX.8412.N702_N507" "HF" "HF3" "HF-Flk1+" "red" NA NA
"SLX.8412.N702_N508" "HF" "HF3" "HF-Flk1+" "green" NA NA
"SLX.8412.N703_N501" "HF" "HF3" "HF-Flk1+" "green" NA NA
"SLX.8412.N703_N502" "HF" "HF3" "HF-Flk1+" "green" NA NA
"SLX.8412.N703_N503" "HF" "HF3" "HF-Flk1+" "green" NA NA
"SLX.8412.N703_N504" "HF" "HF3" "HF-Flk1+" "black" NA NA
"SLX.8412.N703_N505" "HF" "HF3" "HF-Flk1+" "red" NA NA
"SLX.8412.N703_N506" "HF" "HF3" "HF-Flk1+" "red" NA NA
"SLX.8412.N703_N507" "HF" "HF3" "HF-Flk1+" "black" NA NA
"SLX.8412.N703_N508" "HF" "HF3" "HF-Flk1+" "red" NA NA
"SLX.8412.N704_N501" "HF" "HF3" "HF-Flk1+" "black" NA NA
"SLX.8412.N704_N502" "HF" "HF3" "HF-Flk1+" "green" NA NA
"SLX.8412.N704_N503" "HF" "HF3" "HF-Flk1+" "green" NA NA
"SLX.8412.N704_N504" "HF" "HF3" "HF-Flk1+" "red" NA NA
"SLX.8412.N704_N505" "HF" "HF3" "HF-Flk1+" "red" NA NA
"SLX.8412.N704_N506" "HF" "HF3" "HF-Flk1+" "green" NA NA
"SLX.8412.N704_N507" "HF" "HF3" "HF-Flk1+" "red" NA NA
"SLX.8412.N704_N508" "HF" "HF3" "HF-Flk1+" "green" NA NA
"SLX.8412.N705_N501" "HF" "HF3" "HF-Flk1+" "green" NA NA
"SLX.8412.N705_N502" "HF" "HF3" "HF-Flk1+" "red" NA NA
"SLX.8412.N705_N503" "HF" "HF3" "HF-Flk1+" "black" NA NA
"SLX.8412.N705_N504" "HF" "HF3" "HF-Flk1+" "green" NA NA
"SLX.8412.N705_N505" "HF" "HF3" "HF-Flk1+" "red" NA NA
"SLX.8412.N705_N506" "HF" "HF3" "HF-Flk1+" "green" NA NA
"SLX.8412.N705_N507" "HF" "HF3" "HF-Flk1+" "red" NA NA
"SLX.8412.N705_N508" "HF" "HF3" "HF-Flk1+" "red" NA NA
"SLX.8412.N706_N501" "HF" "HF3" "HF-Flk1+" "black" NA NA
"SLX.8412.N706_N502" "HF" "HF3" "HF-Flk1+" "red" NA NA
"SLX.8412.N706_N503" "HF" "HF3" "HF-Flk1+" "green" NA NA
"SLX.8412.N706_N504" "HF" "HF3" "HF-Flk1+" "red" NA NA
"SLX.8412.N706_N505" "HF" "HF3" "HF-Flk1+" "red" NA NA
"SLX.8412.N706_N506" "HF" "HF3" "HF-Flk1+" "green" NA NA
"SLX.8412.N706_N507" "HF" "HF3" "HF-Flk1+" "red" NA NA
"SLX.8412.N706_N508" "HF" "HF3" "HF-Flk1+" "green" NA NA
"SLX.8412.N707_N501" "HF" "HF4" "HF-Flk1+" "red" NA NA
"SLX.8412.N707_N502" "HF" "HF4" "HF-Flk1+" "green" NA NA
"SLX.8412.N707_N503" "HF" "HF4" "HF-Flk1+" "green" NA NA
"SLX.8412.N707_N504" "HF" "HF4" "HF-Flk1+" "red" NA NA
"SLX.8412.N707_N505" "HF" "HF4" "HF-Flk1+" "red" NA NA
"SLX.8412.N707_N506" "HF" "HF4" "HF-Flk1+" "green" NA NA
"SLX.8412.N707_N507" "HF" "HF4" "HF-Flk1+" "red" NA NA
"SLX.8412.N707_N508" "HF" "HF4" "HF-Flk1+" "green" NA NA
"SLX.8412.N708_N501" "HF" "HF4" "HF-Flk1+" "red" NA NA
"SLX.8412.N708_N502" "HF" "HF4" "HF-Flk1+" "red" NA NA
"SLX.8412.N708_N503" "HF" "HF4" "HF-Flk1+" "red" NA NA
"SLX.8412.N708_N504" "HF" "HF4" "HF-Flk1+" "green" NA NA
"SLX.8412.N708_N505" "HF" "HF4" "HF-Flk1+" "red" NA NA
"SLX.8412.N708_N506" "HF" "HF4" "HF-Flk1+" "green" NA NA
"SLX.8412.N708_N507" "HF" "HF4" "HF-Flk1+" "black" NA NA
"SLX.8412.N708_N508" "HF" "HF4" "HF-Flk1+" "black" NA NA
"SLX.8412.N709_N501" "HF" "HF4" "HF-Flk1+" "blue" NA NA
"SLX.8412.N709_N502" "HF" "HF4" "HF-Flk1+" "green" NA NA
"SLX.8412.N709_N503" "HF" "HF4" "HF-Flk1+" "green" NA NA
"SLX.8412.N709_N504" "HF" "HF4" "HF-Flk1+" "green" NA NA
"SLX.8412.N709_N505" "HF" "HF4" "HF-Flk1+" "green" NA NA
"SLX.8412.N709_N506" "HF" "HF4" "HF-Flk1+" "red" NA NA
"SLX.8412.N709_N507" "HF" "HF4" "HF-Flk1+" "green" NA NA
"SLX.8412.N709_N508" "HF" "HF4" "HF-Flk1+" "red" NA NA
"SLX.8412.N710_N501" "HF" "HF4" "HF-Flk1+" "green" NA NA
"SLX.8412.N710_N502" "HF" "HF4" "HF-Flk1+" "black" NA NA
"SLX.8412.N710_N503" "HF" "HF4" "HF-Flk1+" "blue" NA NA
"SLX.8412.N710_N504" "HF" "HF4" "HF-Flk1+" "green" NA NA
"SLX.8412.N710_N505" "HF" "HF4" "HF-Flk1+" "green" NA NA
"SLX.8412.N710_N506" "HF" "HF4" "HF-Flk1+" "green" NA NA
"SLX.8412.N710_N507" "HF" "HF4" "HF-Flk1+" "green" NA NA
"SLX.8412.N710_N508" "HF" "HF4" "HF-Flk1+" "black" NA NA
"SLX.8412.N711_N501" "HF" "HF4" "HF-Flk1+" "green" NA NA
"SLX.8412.N711_N502" "HF" "HF4" "HF-Flk1+" "blue" NA NA
"SLX.8412.N711_N503" "HF" "HF4" "HF-Flk1+" "green" NA NA
"SLX.8412.N711_N504" "HF" "HF4" "HF-Flk1+" "red" NA NA
"SLX.8412.N711_N505" "HF" "HF4" "HF-Flk1+" "green" NA NA
"SLX.8412.N711_N506" "HF" "HF4" "HF-Flk1+" "pink" NA NA
"SLX.8412.N711_N507" "HF" "HF4" "HF-Flk1+" "green" NA NA
"SLX.8412.N711_N508" "HF" "HF4" "HF-Flk1+" "red" NA NA
"SLX.8412.N712_N501" "HF" "HF4" "HF-Flk1+" "red" NA NA
"SLX.8412.N712_N502" "HF" "HF4" "HF-Flk1+" "green" NA NA
"SLX.8412.N712_N503" "HF" "HF4" "HF-Flk1+" "red" NA NA
"SLX.8412.N712_N504" "HF" "HF4" "HF-Flk1+" "red" NA NA
"SLX.8412.N712_N505" "HF" "HF4" "HF-Flk1+" "green" NA NA
"SLX.8412.N712_N506" "HF" "HF4" "HF-Flk1+" "red" NA NA
"SLX.8412.N712_N507" "HF" "HF4" "HF-Flk1+" "black" NA NA
"SLX.8412.N712_N508" "HF" "HF4" "HF-Flk1+" "red" NA NA
"SLX.8351.N701_N503" "E6.5" "E6.5_1" "E6.5" "turquoise" 20465 13935
"SLX.8351.N701_N504" "E6.5" "E6.5_1" "E6.5" "turquoise" 33683 16610
"SLX.8351.N701_N505" "E6.5" "E6.5_1" "E6.5" "turquoise" 20731 7317
"SLX.8351.N701_N506" "E6.5" "E6.5_1" "E6.5" "turquoise" 21476 10923
"SLX.8351.N701_N517" "E6.5" "E6.5_1" "E6.5" "turquoise" 19134 14392
"SLX.8351.N702_N503" "E6.5" "E6.5_1" "E6.5" "turquoise" 26177 16750
"SLX.8351.N702_N506" "E6.5" "E6.5_1" "E6.5" "turquoise" 21055 15896
"SLX.8351.N702_N507" "E6.5" "E6.5_1" "E6.5" "turquoise" 25849 16353
"SLX.8351.N702_N508" "E6.5" "E6.5_1" "E6.5" "turquoise" 22365 14224
"SLX.8351.N702_N517" "E6.5" "E6.5_1" "E6.5" "turquoise" 21158 13246
"SLX.8351.N703_N503" "E6.5" "E6.5_1" "E6.5" "turquoise" 22285 13040
"SLX.8351.N703_N504" "E6.5" "E6.5_1" "E6.5" "turquoise" 30041 25803
"SLX.8351.N703_N505" "E6.5" "E6.5_1" "E6.5" "turquoise" 24881 13675
"SLX.8351.N703_N506" "E6.5" "E6.5_1" "E6.5" "turquoise" 14705 10204
"SLX.8351.N703_N507" "E6.5" "E6.5_1" "E6.5" "turquoise" 28980 17216
"SLX.8351.N703_N508" "E6.5" "E6.5_1" "E6.5" "turquoise" 16652 17413
"SLX.8351.N703_N517" "E6.5" "E6.5_1" "E6.5" "turquoise" 13336 11024
"SLX.8351.N704_N502" "E6.5" "E6.5_1" "E6.5" "turquoise" 22972 6561
"SLX.8351.N704_N503" "E6.5" "E6.5_1" "E6.5" "turquoise" 24161 14262
"SLX.8351.N704_N504" "E6.5" "E6.5_1" "E6.5" "turquoise" 13522 8886
"SLX.8351.N704_N505" "E6.5" "E6.5_1" "E6.5" "turquoise" 21648 11152
"SLX.8351.N704_N506" "E6.5" "E6.5_1" "E6.5" "turquoise" 23630 16112
"SLX.8351.N704_N508" "E6.5" "E6.5_1" "E6.5" "turquoise" 23238 13426
"SLX.8351.N705_N502" "E6.5" "E6.5_1" "E6.5" "turquoise" 21977 16455
"SLX.8351.N705_N503" "E6.5" "E6.5_1" "E6.5" "turquoise" 14084 8118
"SLX.8351.N705_N504" "E6.5" "E6.5_1" "E6.5" "turquoise" 29942 15304
"SLX.8351.N705_N505" "E6.5" "E6.5_1" "E6.5" "turquoise" 25114 13518
"SLX.8351.N705_N506" "E6.5" "E6.5_1" "E6.5" "turquoise" 27114 25808
"SLX.8351.N705_N517" "E6.5" "E6.5_1" "E6.5" "turquoise" 22375 14465
"SLX.8351.N706_N502" "E6.5" "E6.5_1" "E6.5" "turquoise" 13800 15272
"SLX.8351.N706_N505" "E6.5" "E6.5_1" "E6.5" "turquoise" 23092 13314
"SLX.8351.N706_N506" "E6.5" "E6.5_1" "E6.5" "turquoise" 26439 14760
"SLX.8351.N706_N507" "E6.5" "E6.5_1" "E6.5" "turquoise" 19671 12116
"SLX.8351.N706_N508" "E6.5" "E6.5_1" "E6.5" "turquoise" 22131 14136
"SLX.8351.N706_N517" "E6.5" "E6.5_1" "E6.5" "turquoise" 26809 16057
"SLX.8351.N707_N502" "E6.5" "E6.5_1" "E6.5" "turquoise" 33740 12241
"SLX.8351.N707_N504" "E6.5" "E6.5_1" "E6.5" "turquoise" 23872 18260
"SLX.8351.N707_N505" "E6.5" "E6.5_1" "E6.5" "turquoise" 18962 8177
"SLX.8351.N707_N506" "E6.5" "E6.5_1" "E6.5" "turquoise" 19334 11368
"SLX.8351.N707_N507" "E6.5" "E6.5_1" "E6.5" "turquoise" 18337 12236
"SLX.8351.N707_N508" "E6.5" "E6.5_1" "E6.5" "turquoise" 25364 13587
"SLX.8351.N707_N517" "E6.5" "E6.5_1" "E6.5" "turquoise" 21436 10016
"SLX.8351.N708_N502" "E6.5" "E6.5_1" "E6.5" "turquoise" 10274 10568
"SLX.8351.N708_N503" "E6.5" "E6.5_1" "E6.5" "turquoise" 20338 12642
"SLX.8351.N708_N504" "E6.5" "E6.5_1" "E6.5" "turquoise" 15553 8373
"SLX.8351.N708_N505" "E6.5" "E6.5_1" "E6.5" "turquoise" 16667 6944
"SLX.8351.N708_N506" "E6.5" "E6.5_1" "E6.5" "turquoise" 12011 8862
"SLX.8351.N708_N507" "E6.5" "E6.5_1" "E6.5" "turquoise" 28063 16844
"SLX.8351.N708_N508" "E6.5" "E6.5_1" "E6.5" "turquoise" 19896 11268
"SLX.8351.N708_N517" "E6.5" "E6.5_1" "E6.5" "turquoise" 19188 14732
"SLX.8351.N709_N502" "E6.5" "E6.5_1" "E6.5" "turquoise" 19825 14959
"SLX.8351.N709_N503" "E6.5" "E6.5_1" "E6.5" "turquoise" 21029 8870
"SLX.8351.N709_N504" "E6.5" "E6.5_1" "E6.5" "turquoise" 21783 16146
"SLX.8351.N709_N505" "E6.5" "E6.5_1" "E6.5" "turquoise" 21808 14197
"SLX.8351.N709_N506" "E6.5" "E6.5_1" "E6.5" "turquoise" 13200 8784
"SLX.8351.N709_N507" "E6.5" "E6.5_1" "E6.5" "turquoise" 21336 12626
"SLX.8351.N709_N508" "E6.5" "E6.5_1" "E6.5" "turquoise" 14528 8043
"SLX.8351.N709_N517" "E6.5" "E6.5_1" "E6.5" "turquoise" 19022 11847
"SLX.8351.N710_N502" "E6.5" "E6.5_1" "E6.5" "turquoise" 24574 11678
"SLX.8351.N710_N504" "E6.5" "E6.5_1" "E6.5" "turquoise" 18712 8928
"SLX.8351.N710_N505" "E6.5" "E6.5_1" "E6.5" "magenta" 16862 18111
"SLX.8351.N710_N507" "E6.5" "E6.5_1" "E6.5" "turquoise" 24711 8188
"SLX.8351.N710_N517" "E6.5" "E6.5_1" "E6.5" "turquoise" 21659 12629
"SLX.8351.N711_N502" "E6.5" "E6.5_1" "E6.5" "turquoise" 19742 12747
"SLX.8351.N711_N503" "E6.5" "E6.5_1" "E6.5" "turquoise" 26407 17150
"SLX.8351.N711_N504" "E6.5" "E6.5_1" "E6.5" "turquoise" 21455 11423
"SLX.8351.N711_N505" "E6.5" "E6.5_1" "E6.5" "turquoise" 28710 15122
"SLX.8351.N711_N517" "E6.5" "E6.5_1" "E6.5" "turquoise" 27511 17270
"SLX.8351.N712_N505" "E6.5" "E6.5_1" "E6.5" "turquoise" 29456 16191
"SLX.8351.N712_N506" "E6.5" "E6.5_1" "E6.5" "turquoise" 17236 9195
"SLX.8351.N712_N507" "E6.5" "E6.5_1" "E6.5" "turquoise" 19617 8282
"SLX.8351.N712_N508" "E6.5" "E6.5_1" "E6.5" "turquoise" 20842 10924
"SLX.8351.N712_N517" "E6.5" "E6.5_1" "E6.5" "turquoise" 21302 12479
"SLX.8352.N701_N502" "E6.5" "E6.5_2" "E6.5" "turquoise" 15494 8972
"SLX.8352.N701_N503" "E6.5" "E6.5_2" "E6.5" "turquoise" 12940 12756
"SLX.8352.N701_N504" "E6.5" "E6.5_2" "E6.5" "turquoise" 10298 12481
"SLX.8352.N701_N505" "E6.5" "E6.5_2" "E6.5" "turquoise" 17101 9311
"SLX.8352.N701_N506" "E6.5" "E6.5_2" "E6.5" "magenta" 24691 20513
"SLX.8352.N701_N508" "E6.5" "E6.5_2" "E6.5" "turquoise" 15539 13695
"SLX.8352.N701_N517" "E6.5" "E6.5_2" "E6.5" "turquoise" 15143 10424
"SLX.8352.N702_N502" "E6.5" "E6.5_2" "E6.5" "turquoise" 21076 13265
"SLX.8352.N702_N504" "E6.5" "E6.5_2" "E6.5" "turquoise" 25731 13787
"SLX.8352.N702_N505" "E6.5" "E6.5_2" "E6.5" "turquoise" 14129 6860
"SLX.8352.N702_N506" "E6.5" "E6.5_2" "E6.5" "turquoise" 17132 9112
"SLX.8352.N702_N507" "E6.5" "E6.5_2" "E6.5" "turquoise" 13461 12776
"SLX.8352.N702_N508" "E6.5" "E6.5_2" "E6.5" "turquoise" 14891 10425
"SLX.8352.N702_N517" "E6.5" "E6.5_2" "E6.5" "magenta" 26982 20719
"SLX.8352.N703_N503" "E6.5" "E6.5_2" "E6.5" "turquoise" 23787 8648
"SLX.8352.N703_N504" "E6.5" "E6.5_2" "E6.5" "turquoise" 12623 9008
"SLX.8352.N703_N505" "E6.5" "E6.5_2" "E6.5" "turquoise" 25666 13693
"SLX.8352.N703_N507" "E6.5" "E6.5_2" "E6.5" "turquoise" 21950 14024
"SLX.8352.N703_N508" "E6.5" "E6.5_2" "E6.5" "turquoise" 14662 10581
"SLX.8352.N703_N517" "E6.5" "E6.5_2" "E6.5" "turquoise" 31732 12679
"SLX.8352.N704_N502" "E6.5" "E6.5_2" "E6.5" "turquoise" 13109 11379
"SLX.8352.N704_N503" "E6.5" "E6.5_2" "E6.5" "turquoise" 16934 6319
"SLX.8352.N704_N504" "E6.5" "E6.5_2" "E6.5" "turquoise" 25823 20086
"SLX.8352.N704_N505" "E6.5" "E6.5_2" "E6.5" "turquoise" 26730 7796
"SLX.8352.N704_N506" "E6.5" "E6.5_2" "E6.5" "turquoise" 26532 7508
"SLX.8352.N704_N508" "E6.5" "E6.5_2" "E6.5" "turquoise" 15559 9640
"SLX.8352.N705_N503" "E6.5" "E6.5_2" "E6.5" "turquoise" 22380 13544
"SLX.8352.N705_N504" "E6.5" "E6.5_2" "E6.5" "turquoise" 20358 11917
"SLX.8352.N705_N505" "E6.5" "E6.5_2" "E6.5" "turquoise" 16346 9826
"SLX.8352.N705_N506" "E6.5" "E6.5_2" "E6.5" "turquoise" 11120 10080
"SLX.8352.N705_N507" "E6.5" "E6.5_2" "E6.5" "turquoise" 22433 11940
"SLX.8352.N705_N508" "E6.5" "E6.5_2" "E6.5" "magenta" 21924 14856
"SLX.8352.N705_N517" "E6.5" "E6.5_2" "E6.5" "turquoise" 29936 13042
"SLX.8352.N706_N503" "E6.5" "E6.5_2" "E6.5" "turquoise" 16525 16327
"SLX.8352.N706_N504" "E6.5" "E6.5_2" "E6.5" "turquoise" 17555 10969
"SLX.8352.N706_N505" "E6.5" "E6.5_2" "E6.5" "turquoise" 28929 12098
"SLX.8352.N706_N506" "E6.5" "E6.5_2" "E6.5" "turquoise" 16385 12557
"SLX.8352.N706_N507" "E6.5" "E6.5_2" "E6.5" "turquoise" 15028 14622
"SLX.8352.N706_N508" "E6.5" "E6.5_2" "E6.5" "turquoise" 17199 12329
"SLX.8352.N707_N503" "E6.5" "E6.5_2" "E6.5" "turquoise" 17074 10820
"SLX.8352.N707_N504" "E6.5" "E6.5_2" "E6.5" "turquoise" 31346 9428
"SLX.8352.N707_N506" "E6.5" "E6.5_2" "E6.5" "turquoise" 17411 10776
"SLX.8352.N707_N507" "E6.5" "E6.5_2" "E6.5" "turquoise" 22482 13744
"SLX.8352.N707_N508" "E6.5" "E6.5_2" "E6.5" "turquoise" 16689 9128
"SLX.8352.N707_N517" "E6.5" "E6.5_2" "E6.5" "turquoise" 20452 6907
"SLX.8352.N708_N502" "E6.5" "E6.5_2" "E6.5" "turquoise" 20348 8096
"SLX.8352.N708_N503" "E6.5" "E6.5_2" "E6.5" "turquoise" 20141 14299
"SLX.8352.N708_N504" "E6.5" "E6.5_2" "E6.5" "turquoise" 19424 7849
"SLX.8352.N708_N505" "E6.5" "E6.5_2" "E6.5" "turquoise" 30460 10651
"SLX.8352.N708_N506" "E6.5" "E6.5_2" "E6.5" "magenta" 15997 18321
"SLX.8352.N708_N507" "E6.5" "E6.5_2" "E6.5" "turquoise" 20656 12789
"SLX.8352.N708_N508" "E6.5" "E6.5_2" "E6.5" "turquoise" 17980 12907
"SLX.8352.N709_N502" "E6.5" "E6.5_2" "E6.5" "turquoise" 26710 14375
"SLX.8352.N709_N503" "E6.5" "E6.5_2" "E6.5" "turquoise" 14840 6211
"SLX.8352.N709_N504" "E6.5" "E6.5_2" "E6.5" "turquoise" 20750 14000
"SLX.8352.N709_N505" "E6.5" "E6.5_2" "E6.5" "turquoise" 31870 24618
"SLX.8352.N709_N506" "E6.5" "E6.5_2" "E6.5" "turquoise" 16604 6641
"SLX.8352.N709_N507" "E6.5" "E6.5_2" "E6.5" "turquoise" 17457 15189
"SLX.8352.N709_N517" "E6.5" "E6.5_2" "E6.5" "turquoise" 22988 13241
"SLX.8352.N710_N502" "E6.5" "E6.5_2" "E6.5" "turquoise" 21022 11574
"SLX.8352.N710_N503" "E6.5" "E6.5_2" "E6.5" "turquoise" 24594 8713
"SLX.8352.N710_N504" "E6.5" "E6.5_2" "E6.5" "turquoise" 25156 10908
"SLX.8352.N710_N505" "E6.5" "E6.5_2" "E6.5" "turquoise" 25719 8412
"SLX.8352.N710_N507" "E6.5" "E6.5_2" "E6.5" "turquoise" 16389 9750
"SLX.8352.N710_N508" "E6.5" "E6.5_2" "E6.5" "turquoise" 21221 7778
"SLX.8352.N711_N502" "E6.5" "E6.5_2" "E6.5" "turquoise" 21637 14100
"SLX.8352.N711_N504" "E6.5" "E6.5_2" "E6.5" "turquoise" 27806 17040
"SLX.8352.N711_N505" "E6.5" "E6.5_2" "E6.5" "turquoise" 15597 7278
"SLX.8352.N711_N507" "E6.5" "E6.5_2" "E6.5" "turquoise" 12812 10030
"SLX.8352.N711_N508" "E6.5" "E6.5_2" "E6.5" "turquoise" 17053 10901
"SLX.8352.N711_N517" "E6.5" "E6.5_2" "E6.5" "turquoise" 24155 16031
"SLX.8352.N712_N503" "E6.5" "E6.5_2" "E6.5" "turquoise" 16283 10012
"SLX.8352.N712_N504" "E6.5" "E6.5_2" "E6.5" "magenta" 27415 17905
"SLX.8352.N712_N505" "E6.5" "E6.5_2" "E6.5" "turquoise" 15085 8654
"SLX.8352.N712_N506" "E6.5" "E6.5_2" "E6.5" "turquoise" 23244 7986
"SLX.8352.N712_N507" "E6.5" "E6.5_2" "E6.5" "turquoise" 15001 12042
"SLX.8352.N712_N508" "E6.5" "E6.5_2" "E6.5" "turquoise" 20573 12830
"SLX.9558.N701_N503" "E6.5" "E6.5_3" "E6.5" "turquoise" 17202 11930
"SLX.9558.N701_N504" "E6.5" "E6.5_3" "E6.5" "turquoise" 31429 9622
"SLX.9558.N701_N505" "E6.5" "E6.5_3" "E6.5" "turquoise" 24924 15068
"SLX.9558.N701_N506" "E6.5" "E6.5_3" "E6.5" "turquoise" 19964 9120
"SLX.9558.N701_N507" "E6.5" "E6.5_3" "E6.5" "turquoise" 25023 10882
"SLX.9558.N701_N508" "E6.5" "E6.5_3" "E6.5" "turquoise" 29669 13224
"SLX.9558.N702_N502" "E6.5" "E6.5_3" "E6.5" "turquoise" 26632 10791
"SLX.9558.N702_N503" "E6.5" "E6.5_3" "E6.5" "turquoise" 32085 15538
"SLX.9558.N702_N504" "E6.5" "E6.5_3" "E6.5" "turquoise" 38150 10917
"SLX.9558.N702_N506" "E6.5" "E6.5_3" "E6.5" "turquoise" 32676 14374
"SLX.9558.N702_N507" "E6.5" "E6.5_3" "E6.5" "turquoise" 26546 12325
"SLX.9558.N702_N508" "E6.5" "E6.5_3" "E6.5" "turquoise" 22869 8992
"SLX.9558.N703_N502" "E6.5" "E6.5_3" "E6.5" "turquoise" 18443 9959
"SLX.9558.N703_N503" "E6.5" "E6.5_3" "E6.5" "turquoise" 24340 11581
"SLX.9558.N703_N504" "E6.5" "E6.5_3" "E6.5" "turquoise" 23392 13289
"SLX.9558.N703_N505" "E6.5" "E6.5_3" "E6.5" "turquoise" 35167 9416
"SLX.9558.N703_N507" "E6.5" "E6.5_3" "E6.5" "turquoise" 22362 17533
"SLX.9558.N703_N508" "E6.5" "E6.5_3" "E6.5" "turquoise" 33869 12700
"SLX.9558.N703_N517" "E6.5" "E6.5_3" "E6.5" "turquoise" 34588 13932
"SLX.9558.N704_N503" "E6.5" "E6.5_3" "E6.5" "turquoise" 19379 19176
"SLX.9558.N704_N506" "E6.5" "E6.5_3" "E6.5" "turquoise" 17024 9036
"SLX.9558.N704_N507" "E6.5" "E6.5_3" "E6.5" "turquoise" 28802 14514
"SLX.9558.N704_N508" "E6.5" "E6.5_3" "E6.5" "turquoise" 23081 11817
"SLX.9558.N704_N517" "E6.5" "E6.5_3" "E6.5" "turquoise" 25678 13630
"SLX.9558.N705_N503" "E6.5" "E6.5_3" "E6.5" "turquoise" 22395 8672
"SLX.9558.N705_N504" "E6.5" "E6.5_3" "E6.5" "turquoise" 30078 14692
"SLX.9558.N705_N505" "E6.5" "E6.5_3" "E6.5" "turquoise" 20638 6681
"SLX.9558.N705_N506" "E6.5" "E6.5_3" "E6.5" "magenta" 14404 17281
"SLX.9558.N705_N507" "E6.5" "E6.5_3" "E6.5" "turquoise" 15655 10030
"SLX.9558.N705_N517" "E6.5" "E6.5_3" "E6.5" "turquoise" 27463 11541
"SLX.9558.N706_N502" "E6.5" "E6.5_3" "E6.5" "turquoise" 25705 17566
"SLX.9558.N706_N503" "E6.5" "E6.5_3" "E6.5" "turquoise" 28195 16843
"SLX.9558.N706_N504" "E6.5" "E6.5_3" "E6.5" "turquoise" 21145 7958
"SLX.9558.N706_N505" "E6.5" "E6.5_3" "E6.5" "turquoise" 31770 13094
"SLX.9558.N706_N506" "E6.5" "E6.5_3" "E6.5" "turquoise" 17960 11040
"SLX.9558.N706_N507" "E6.5" "E6.5_3" "E6.5" "turquoise" 25041 9897
"SLX.9558.N707_N502" "E6.5" "E6.5_3" "E6.5" "turquoise" 26222 10011
"SLX.9558.N707_N504" "E6.5" "E6.5_3" "E6.5" "turquoise" 27196 12063
"SLX.9558.N707_N505" "E6.5" "E6.5_3" "E6.5" "turquoise" 25100 13727
"SLX.9558.N707_N506" "E6.5" "E6.5_3" "E6.5" "turquoise" 30262 12771
"SLX.9558.N707_N508" "E6.5" "E6.5_3" "E6.5" "turquoise" 24084 10372
"SLX.9558.N708_N502" "E6.5" "E6.5_3" "E6.5" "turquoise" 23400 11298
"SLX.9558.N708_N503" "E6.5" "E6.5_3" "E6.5" "turquoise" 21715 6173
"SLX.9558.N708_N504" "E6.5" "E6.5_3" "E6.5" "turquoise" 22572 8343
"SLX.9558.N708_N505" "E6.5" "E6.5_3" "E6.5" "turquoise" 27136 19861
"SLX.9558.N708_N506" "E6.5" "E6.5_3" "E6.5" "turquoise" 23324 10150
"SLX.9558.N708_N507" "E6.5" "E6.5_3" "E6.5" "turquoise" 19372 12664
"SLX.9558.N708_N508" "E6.5" "E6.5_3" "E6.5" "turquoise" 33885 16500
"SLX.9558.N708_N517" "E6.5" "E6.5_3" "E6.5" "turquoise" 33781 12125
"SLX.9558.N709_N503" "E6.5" "E6.5_3" "E6.5" "turquoise" 19583 10557
"SLX.9558.N709_N504" "E6.5" "E6.5_3" "E6.5" "turquoise" 31080 11984
"SLX.9558.N709_N506" "E6.5" "E6.5_3" "E6.5" "turquoise" 25754 13665
"SLX.9558.N709_N507" "E6.5" "E6.5_3" "E6.5" "turquoise" 30988 16508
"SLX.9558.N709_N517" "E6.5" "E6.5_3" "E6.5" "turquoise" 19010 8453
"SLX.9558.N710_N502" "E6.5" "E6.5_3" "E6.5" "turquoise" 22987 9992
"SLX.9558.N710_N503" "E6.5" "E6.5_3" "E6.5" "turquoise" 26114 7047
"SLX.9558.N710_N506" "E6.5" "E6.5_3" "E6.5" "turquoise" 18671 8570
"SLX.9558.N710_N507" "E6.5" "E6.5_3" "E6.5" "turquoise" 30463 16932
"SLX.9558.N710_N508" "E6.5" "E6.5_3" "E6.5" "turquoise" 22481 6990
"SLX.9558.N710_N517" "E6.5" "E6.5_3" "E6.5" "turquoise" 24136 10592
"SLX.9558.N711_N502" "E6.5" "E6.5_3" "E6.5" "turquoise" 16592 15778
"SLX.9558.N711_N505" "E6.5" "E6.5_3" "E6.5" "turquoise" 21547 15700
"SLX.9558.N711_N506" "E6.5" "E6.5_3" "E6.5" "turquoise" 27545 13010
"SLX.9558.N711_N507" "E6.5" "E6.5_3" "E6.5" "turquoise" 26028 11249
